ml_id,imdb_id,ml_title,imdb_title,ml_year,imdb_year,ml_genres,imdb_genres,director,writer,actor,actress,cinematographer,composer,producer,editor,production_designer,archive_footage,archive_sound
312,tt0119668,Midnight in the Garden of Good and Evil (1997),Midnight in the Garden of Good and Evil,1997,1997,"['Comedy', 'Crime', 'Drama', 'Mystery']","['Crime', 'Drama', 'Mystery']",['nm0000142'],"['nm0073509', 'nm0359387']","['nm0000131', 'nm0000228', 'nm0860233']",['nm0355659'],['nm0005726'],['nm0006215'],['nm0830055'],,,,
313,tt0120338,Titanic (1997),Titanic,1997,1997,"['Action', 'Drama', 'Romance']","['Drama', 'Romance']",['nm0000116'],,"['nm0000138', 'nm0000708']","['nm0000701', 'nm0000870']",['nm0005665'],['nm0000035'],['nm0484457'],"['nm0365239', 'nm0119322']",,,
314,tt0118539,3 Ninjas: High Noon At Mega Mountain (1998),3 Ninjas: High Noon at Mega Mountain,1997,1998,"['Action', ""Children's""]","['Action', 'Adventure', 'Comedy']",['nm0573732'],['nm0680485'],"['nm0001356', 'nm0001815', 'nm0939378']",['nm0000756'],['nm0262575'],['nm0168430'],"['nm0070004', 'nm0437622']",,,,
315,tt0118636,Apt Pupil (1998),Apt Pupil,1998,1998,"['Drama', 'Thriller']","['Crime', 'Drama', 'Thriller']",['nm0001741'],"['nm0000175', 'nm0101625']","['nm0005212', 'nm0000605', 'nm0005045', 'nm0183170']",,,['nm0653211'],"['nm0359100', 'nm0006613']",,,,
316,tt0119822,As Good As It Gets (1997),As Good as It Gets,1997,1997,"['Comedy', 'Drama']","['Comedy', 'Drama', 'Romance']",['nm0000985'],['nm0029125'],"['nm0000197', 'nm0001427', 'nm0000421']",['nm0000166'],['nm0007037'],['nm0001877'],"['nm0424660', 'nm0954034']",,,,
317,tt0107207,In the Name of the Father (1993),In the Name of the Father,1993,1993,['Drama'],"['Biography', 'Crime', 'Drama']",['nm0006487'],"['nm0174840', 'nm0313623']","['nm0000358', 'nm0000592', 'nm2535022']",['nm0188949'],['nm0084695'],['nm0002303'],,['nm0357421'],,,
318,tt0108052,Schindler's List (1993),Schindler's List,1993,1993,"['Drama', 'War']","['Biography', 'Drama', 'History']",['nm0000229'],"['nm0447745', 'nm0001873']","['nm0000553', 'nm0000146', 'nm0001426']",['nm0328751'],,['nm0002354'],"['nm0527322', 'nm0596520']",,,,
319,tt0116242,Everyone Says I Love You (1996),Everyone Says I Love You,1996,1996,"['Comedy', 'Musical', 'Romance']","['Comedy', 'Musical', 'Romance']",,,"['nm0000095', 'nm0001570']","['nm0000443', 'nm0000210']",['nm0005688'],,['nm0339086'],['nm0607673'],['nm0520288'],,
320,tt0117293,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Paradise Lost: The Child Murders at Robin Hood Hills,1996,1996,['Documentary'],"['Crime', 'Documentary']","['nm0075666', 'nm0802501']",,,,['nm0725053'],,,,,"['nm4979242', 'nm4979294', 'nm4979648', 'nm4979456']",
321,tt0117091,Mother (1996),Mother,1996,1996,['Comedy'],"['Comedy', 'Drama']",,['nm0569606'],"['nm0000983', 'nm0172598']","['nm0001666', 'nm0917281']",['nm0005759'],['nm0003299'],"['nm0620720', 'nm0748784']",['nm0742708'],,,
322,tt0119731,Murder at 1600 (1997),Murder at 1600,1997,1997,"['Mystery', 'Thriller']","['Action', 'Crime', 'Drama']",['nm0514546'],"['nm0063511', 'nm0388227']","['nm0000648', 'nm0073137', 'nm0588222']",['nm0000178'],,['nm0002366'],"['nm0465745', 'nm0586969']",,,,
323,tt0118928,Dante's Peak (1997),Dante's Peak,1997,1997,"['Action', 'Thriller']","['Action', 'Adventure', 'Thriller']",['nm0002044'],['nm0092018'],"['nm0000112', 'nm0284158']","['nm0000157', 'nm0808603']",['nm0005647'],['nm0002227'],"['nm0005036', 'nm0801972']",,,,
324,tt0116922,Lost Highway (1997),Lost Highway,1997,1997,['Mystery'],"['Mystery', 'Thriller']",['nm0000186'],['nm0317510'],"['nm0000597', 'nm0741803', 'nm0258388']",['nm0000099'],,['nm0000823'],"['nm0623235', 'nm0827923', 'nm0842156']",,,,
325,tt0115964,Crash (1996),Crash,1997,1996,"['Drama', 'Thriller']",['Drama'],['nm0000343'],['nm0050618'],"['nm0000652', 'nm0000480']","['nm0000456', 'nm0000679']",['nm0005893'],['nm0006290'],,['nm0761697'],['nm0818621'],,
326,tt0119173,G.I. Jane (1997),G.I. Jane,1997,1997,"['Action', 'Drama', 'War']","['Action', 'Drama', 'War']",['nm0000631'],"['nm0018824', 'nm0878638']","['nm0001557', 'nm0000892']","['nm0000193', 'nm0000843']",,['nm0002303'],"['nm0083696', 'nm0865297']",,,,
327,tt0118887,Cop Land (1997),Cop Land,1997,1997,"['Crime', 'Drama', 'Mystery']","['Crime', 'Drama', 'Thriller']",['nm0003506'],,"['nm0000230', 'nm0000172', 'nm0000501', 'nm0000134']",,['nm0004090'],['nm0006290'],"['nm0465298', 'nm0842470', 'nm0940531']",,,,
328,tt0118883,Conspiracy Theory (1997),Conspiracy Theory,1997,1997,"['Action', 'Mystery', 'Romance', 'Thriller']","['Action', 'Mystery', 'Thriller']",['nm0001149'],['nm0001338'],"['nm0000154', 'nm0001772', 'nm0185475']",['nm0000210'],['nm0006701'],['nm0001980'],['nm0005428'],['nm0830615'],,,
329,tt0118966,Desperate Measures (1998),Desperate Measures,1998,1998,"['Crime', 'Drama', 'Thriller']","['Action', 'Crime', 'Drama']",['nm0775447'],['nm0458318'],"['nm0000474', 'nm0000412', 'nm0004051']",['nm0001315'],,['nm0002303'],"['nm0287811', 'nm0389098', 'nm0723676']",,,,
330,tt0118532,187 (1997),187: Documented,1997,1997,['Drama'],"['Documentary', 'Drama']",['nm0284610'],,"['nm0000799', 'nm0268286', 'nm0000640']",['nm0000215'],,,,['nm0741095'],,,
331,tt0119051,"Edge, The (1997)",The Edge,1997,1997,"['Adventure', 'Thriller']","['Action', 'Adventure', 'Drama']",['nm0848414'],['nm0000519'],"['nm0000164', 'nm0000285', 'nm0674782']",['nm0000512'],['nm0005791'],['nm0000025'],['nm0513165'],['nm0871423'],,,
332,tt0119468,Kiss the Girls (1997),Kiss the Girls,1997,1997,"['Crime', 'Drama', 'Thriller']","['Crime', 'Drama', 'Mystery']",['nm0001219'],"['nm0666248', 'nm0458318']","['nm0000151', 'nm0000144', 'nm0564107']",['nm0000171'],,['nm0006142'],"['nm0113360', 'nm0937208']",,,,
333,tt0119174,"Game, The (1997)",The Game,1997,1997,"['Mystery', 'Thriller']","['Drama', 'Mystery', 'Thriller']",['nm0000399'],"['nm0104335', 'nm0274905']","['nm0000140', 'nm0000576', 'nm0714310']",['nm0000679'],,['nm0006290'],"['nm0149556', 'nm0326512']",,,,
334,tt0120399,U Turn (1997),U Turn,1997,1997,"['Action', 'Crime', 'Mystery']","['Crime', 'Drama', 'Thriller']",['nm0000231'],['nm0725983'],"['nm0000576', 'nm0000560', 'nm0000671']",['nm0000182'],['nm0724744'],['nm0001553'],"['nm0357074', 'nm0870106']",,,,
335,tt0119326,How to Be a Player (1997),How to Be a Player,1997,1997,['Comedy'],['Comedy'],['nm0552693'],"['nm0114197', 'nm0424937']",['nm0004740'],"['nm0221754', 'nm0903397', 'nm0005248']",,,"['nm0121117', 'nm0002408', 'nm0005432']",,,,
336,tt0119906,Playing God (1997),Playing God,1997,1997,"['Crime', 'Thriller']","['Crime', 'Drama', 'Thriller']",['nm0933002'],['nm0809245'],"['nm0000141', 'nm0000459', 'nm0557219']",['nm0001401'],['nm0725072'],['nm0366880'],"['nm0008953', 'nm0081046']",,,,
337,tt0119324,"House of Yes, The (1997)",The House of Yes,1997,1997,"['Comedy', 'Drama', 'Thriller']","['Comedy', 'Drama']",['nm0914132'],['nm0533938'],"['nm0357979', 'nm0005327']","['nm0000205', 'nm0001760']",['nm0818785'],['nm0448843'],"['nm0004927', 'nm0799393']",,,,
338,tt0118689,Bean (1997),Bean,1997,1997,['Comedy'],"['Adventure', 'Comedy', 'Family']",['nm0809321'],"['nm0193485', 'nm0003741']","['nm0000100', 'nm0001493', 'nm0590055']",['nm0715622'],,,"['nm0271479', 'nm0071564', 'nm0079677']",,,,
339,tt0119592,Mad City (1997),Mad City,1997,1997,"['Action', 'Drama']","['Crime', 'Drama', 'Thriller']",['nm0002020'],"['nm0560202', 'nm0930550']","['nm0000237', 'nm0000163', 'nm0000257']",['nm0000477'],,['nm0002353'],"['nm0465744', 'nm0465745']",,,,
340,tt0118749,Boogie Nights (1997),Boogie Nights,1997,1997,['Drama'],['Drama'],['nm0000759'],,"['nm0000242', 'nm0000608', 'nm0350079']",['nm0000194'],['nm0005696'],['nm0005304'],"['nm0505656', 'nm0529092', 'nm0783280']",,,,
341,tt0118901,Critical Care (1997),Critical Care,1997,1997,['Comedy'],"['Comedy', 'Drama']",['nm0001486'],"['nm0233223', 'nm0777457']",['nm0000652'],"['nm0001718', 'nm0000545', 'nm0000843']",['nm0914239'],,,['nm0841946'],['nm0742303'],,
342,tt0120483,"Man Who Knew Too Little, The (1997)",The Man Who Knew Too Little,1997,1997,"['Comedy', 'Mystery']","['Comedy', 'Crime', 'Drama']",['nm0000750'],"['nm0268138', 'nm0291442']","['nm0000195', 'nm0001251', 'nm0934014']",['nm0000695'],,,"['nm0850516', 'nm0586969', 'nm0622296']",,,,
343,tt0118583,Alien: Resurrection (1997),Alien: Resurrection,1997,1997,"['Action', 'Horror', 'Sci-Fi']","['Action', 'Horror', 'Sci-Fi']",['nm0000466'],"['nm0639321', 'nm0795953', 'nm0923736']","['nm0684500', 'nm0000579']","['nm0000244', 'nm0000213']",,,"['nm0140826', 'nm0045927']",,,,
344,tt0118632,"Apostle, The (1997)",The Apostle,1997,1997,['Drama'],['Drama'],,,"['nm0000380', 'nm0021112', 'nm0046620']",['nm0052202'],['nm0548718'],['nm0543779'],['nm0137548'],['nm0533082'],['nm0123653'],,
345,tt0118954,Deconstructing Harry (1997),Deconstructing Harry,1997,1997,"['Comedy', 'Drama']",['Comedy'],,,['nm0000095'],"['nm0001114', 'nm0000506', 'nm0745029']",['nm0005688'],,['nm0235389'],['nm0607673'],['nm0520288'],,
346,tt0119396,Jackie Brown (1997),Jackie Brown,1997,1997,"['Crime', 'Drama']","['Crime', 'Drama', 'Thriller']",['nm0000233'],['nm0001465'],"['nm0000168', 'nm0001233']","['nm0000427', 'nm0000403']",['nm0622897'],,['nm0004744'],['nm0579673'],['nm0913300'],,
347,tt0120885,Wag the Dog (1997),Wag The Dog,1998,1997,"['Comedy', 'Drama']","['Comedy', 'Drama']",['nm0001469'],"['nm0067248', 'nm0377088', 'nm0000519']","['nm0000163', 'nm0000134', 'nm0000437']",['nm0000162'],,['nm0461360'],['nm0742772'],,,,
348,tt0118966,Desperate Measures (1998),Desperate Measures,1998,1998,"['Crime', 'Drama', 'Thriller']","['Action', 'Crime', 'Drama']",['nm0775447'],['nm0458318'],"['nm0000474', 'nm0000412', 'nm0004051']",['nm0001315'],,['nm0002303'],"['nm0287811', 'nm0389098', 'nm0723676']",,,,
349,tt0120696,Hard Rain (1998),Hard Rain,1998,1998,"['Action', 'Thriller']","['Action', 'Crime', 'Drama']",['nm0004121'],['nm0003662'],"['nm0000151', 'nm0000225', 'nm0001642']",['nm0000378'],,,"['nm0506020', 'nm0117290', 'nm0330428', 'nm0506013']",,,,
350,tt0119099,Fallen (1998),Fallen,1998,1998,"['Action', 'Mystery', 'Thriller']","['Action', 'Crime', 'Drama']",['nm0387706'],['nm0443582'],"['nm0000243', 'nm0000422', 'nm0000661']",['nm0001110'],['nm0005875'],['nm0241753'],"['nm0746273', 'nm0824406']",,,,
351,tt0118643,"Prophecy II, The (1998)",The Prophecy II,1998,1998,['Horror'],"['Fantasy', 'Horror', 'Thriller']",['nm0817770'],"['nm0927074', 'nm0338557']","['nm0000686', 'nm0005568']","['nm0000884', 'nm0005261']",,['nm0930392'],"['nm0096176', 'nm0812373']",,,,
352,tt0120185,Spice World (1997),Spice World,1997,1997,"['Comedy', 'Musical']","['Comedy', 'Family', 'Music']",['nm0818639'],"['nm1381694', 'nm0298279', 'nm0193370']",,"['nm0114256', 'nm0001978', 'nm0004822', 'nm0001312']",,,"['nm0003275', 'nm0296641']",,,,
353,tt0118956,Deep Rising (1998),Deep Rising,1998,1998,"['Action', 'Horror', 'Sci-Fi']","['Action', 'Adventure', 'Horror']",['nm0814085'],,"['nm0001852', 'nm0372217', 'nm0640413']",['nm0000463'],['nm0040460'],['nm0000025'],"['nm0049689', 'nm0548257']",['nm0003032'],,,
354,tt0120888,"Wedding Singer, The (1998)",The Wedding Singer,1998,1998,"['Comedy', 'Romance']","['Comedy', 'Music', 'Romance']",['nm0178997'],['nm0379056'],"['nm0001191', 'nm0184445']","['nm0000106', 'nm0852132']",['nm0005891'],['nm0144841'],"['nm0316406', 'nm0800465']",,,,
355,tt0120184,Sphere (1998),Sphere,1998,1998,"['Adventure', 'Sci-Fi', 'Thriller']","['Action', 'Mystery', 'Sci-Fi']",['nm0001469'],"['nm0000341', 'nm0934483', 'nm0369561', 'nm0001921']","['nm0000163', 'nm0000168', 'nm0001075']",['nm0000232'],,,['nm0906993'],,,,
356,tt0109446,"Client, The (1994)",The Client,1994,1994,"['Drama', 'Mystery', 'Thriller']","['Crime', 'Drama', 'Mystery']",['nm0001708'],"['nm0001300', 'nm0326040', 'nm0315205']","['nm0000169', 'nm0000605']","['nm0000215', 'nm0000571']",,,"['nm0720715', 'nm0586969']",,,,
357,tt0073486,One Flew Over the Cuckoo's Nest (1975),One Flew Over the Cuckoo's Nest,1975,1975,['Drama'],['Drama'],['nm0001232'],"['nm0369142', 'nm0325743', 'nm0450181', 'nm0913670']","['nm0000197', 'nm0077720', 'nm0110480']",['nm0001221'],,,['nm0000140'],,,,
358,tt0120177,Spawn (1997),Spawn,1997,1997,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']","['Action', 'Drama', 'Horror']",['nm0228147'],"['nm0568825', 'nm0568416']","['nm0925220', 'nm0000491', 'nm0000640']",['nm0005337'],['nm0622897'],['nm0006251'],['nm0325755'],,,,
359,tt0118647,"Assignment, The (1997)",The Assignment,1997,1997,['Thriller'],"['Action', 'Crime', 'Thriller']",['nm0240995'],"['nm0330108', 'nm0787082']","['nm0001644', 'nm0000661', 'nm0001426']",['nm0274750'],,['nm0002934'],"['nm0061432', 'nm0077686']",,,,
360,tt0120529,Wonderland (1997),Wonderland,1997,1997,['Documentary'],['Documentary'],['nm0002416'],,['nm0568926'],,,['nm0384399'],,,,,
361,tt0119365,Incognito (1997),Incognito,1997,1997,"['Crime', 'Thriller']","['Crime', 'Thriller']",['nm0000824'],['nm0441750'],"['nm0000574', 'nm0517021', 'nm0007183']",['nm0001393'],['nm0189301'],['nm0653211'],['nm0732708'],['nm0607359'],,,
362,tt0118747,Blues Brothers 2000 (1998),Blues Brothers 2000,1998,1998,"['Action', 'Comedy', 'Musical']","['Action', 'Comedy', 'Crime']",['nm0000484'],,"['nm0000101', 'nm0000422', 'nm0505979', 'nm0205569']",,['nm0380689'],['nm0787238'],['nm0069798'],['nm0067691'],['nm0110885'],,
363,tt0114576,Sudden Death (1995),Sudden Death,1995,1995,['Action'],"['Action', 'Crime', 'Thriller']",['nm0001382'],"['nm0049945', 'nm0704164']","['nm0000241', 'nm0000959', 'nm0000855']",['nm0942925'],,['nm0002201'],"['nm0049920', 'nm0224537']",,,,
364,tt0112281,Ace Ventura: When Nature Calls (1995),Ace Ventura: When Nature Calls,1995,1995,['Comedy'],"['Adventure', 'Comedy', 'Crime']",['nm0644203'],['nm0077062'],"['nm0000120', 'nm0573862', 'nm0001003', 'nm0264330']",,['nm0004241'],['nm0006077'],['nm0732708'],['nm0132695'],,,
365,tt0114168,Powder (1995),Powder,1995,1995,['Drama'],"['Drama', 'Fantasy', 'Mystery']",['nm0759207'],,"['nm0001218', 'nm0000448', 'nm0000156']",['nm0005460'],['nm0956195'],['nm0000025'],"['nm0083696', 'nm0342841']",['nm0384190'],,,
366,tt0112792,Dangerous Minds (1995),Dangerous Minds,1995,1995,['Drama'],"['Biography', 'Drama']",['nm0808807'],"['nm0425676', 'nm0060103']","['nm0001169', 'nm0005524']","['nm0000201', 'nm0000862']",,['nm0171123'],"['nm0000988', 'nm0800971']",,,,
367,tt0112697,Clueless (1995),Clueless,1995,1995,['Comedy'],"['Comedy', 'Romance']",['nm0002132'],,['nm0748620'],"['nm0000224', 'nm0001107', 'nm0005261']",['nm0691084'],['nm0457598'],"['nm0492994', 'nm0748784']",['nm0157096'],,,
368,tt0115683,Bio-Dome (1996),Bio-Dome,1996,1996,['Comedy'],['Comedy'],['nm0089176'],"['nm0545085', 'nm0498963', 'nm0669692', 'nm0089820', 'nm0462835']","['nm0001736', 'nm0000286', 'nm0040472']",['nm0236225'],,,,,,,
369,tt0115697,Black Sheep (1996),Black Sheep,1996,1996,['Comedy'],['Comedy'],['nm0790715'],['nm0937748'],"['nm0000394', 'nm0005450', 'nm0001513']",['nm0002056'],['nm0645401'],['nm0743919'],['nm0584427'],['nm0016584'],,,
370,tt0117002,Mary Reilly (1996),Mary Reilly,1996,1996,"['Drama', 'Thriller']","['Drama', 'Horror', 'Romance']",['nm0001241'],"['nm0553168', 'nm0358960']","['nm0000518', 'nm0170552', 'nm0002091']",['nm0000210'],,,"['nm0849232', 'nm0382278', 'nm0849231']",,,,
371,tt0112579,"Bridges of Madison County, The (1995)",The Bridges of Madison County,1996,1995,"['Drama', 'Romance']","['Drama', 'Romance']",,"['nm0481418', 'nm0909077']","['nm0000142', 'nm0805789']","['nm0000658', 'nm0179960']",['nm0005726'],['nm0006215'],['nm0005086'],['nm0185088'],,,
372,tt0113464,Jeffrey (1995),Jeffrey,1995,1995,['Comedy'],"['Comedy', 'Drama']",['nm2259353'],['nm0397411'],"['nm0001836', 'nm0919117', 'nm0414772', 'nm0147296']",,,['nm0006059'],"['nm0051102', 'nm0561777', 'nm0561831']",,,,
373,tt0113492,Judge Dredd (1995),Judge Dredd,1995,1995,"['Action', 'Adventure', 'Sci-Fi']","['Action', 'Crime', 'Sci-Fi']",['nm0134176'],"['nm0211823', 'nm0905957', 'nm0264338', 'nm0006894', 'nm0936537']","['nm0000230', 'nm0000800', 'nm0001705', 'nm0001638']",,,,,,,,
374,tt0113820,Mighty Morphin Power Rangers: The Movie (1995),Mighty Morphin Power Rangers: The Movie,1995,1995,"['Action', ""Children's""]","['Action', 'Adventure', 'Family']",['nm0818465'],"['nm0436960', 'nm0647592']","['nm0097765', 'nm0136399', 'nm0290969']",['nm0039074'],,['nm0006251'],"['nm0536805', 'nm0865297']",,,,
375,tt0114436,Showgirls (1995),Showgirls,1995,1995,['Drama'],['Drama'],['nm0000682'],['nm0000390'],"['nm0001492', 'nm0687625']","['nm0000924', 'nm0000153']",['nm0005911'],['nm0347465'],"['nm0262622', 'nm0550728']",,,,
376,tt0110066,Houseguest (1994),Houseguest,1994,1995,['Comedy'],['Comedy'],['nm0589168'],"['nm0223844', 'nm0310782']","['nm0005435', 'nm0367005']","['nm0002114', 'nm0614448']",,['nm0002201'],"['nm0083696', 'nm0005387']",,,,
377,tt0110006,Heavyweights (1994),Heavyweights,1994,1995,"[""Children's"", 'Comedy']","['Comedy', 'Drama', 'Family']",['nm0109359'],['nm0031976'],"['nm0569711', 'nm0777125', 'nm0001774', 'nm0325762']",,['nm0358510'],['nm0002370'],"['nm0083696', 'nm0005387']",,,,
378,tt0110527,Miracle on 34th Street (1994),Miracle on 34th Street,1994,1994,['Drama'],"['Family', 'Fantasy']",['nm0562645'],"['nm0204016', 'nm0780833', 'nm0000455']","['nm0000277', 'nm0001518', 'nm0000687']",['nm0001610'],['nm0531310'],['nm0005976'],,,,,
379,tt0114608,Tales From the Crypt Presents: Demon Knight (1995),Tales from the Crypt: Demon Knight,1995,1995,['Horror'],"['Action', 'Fantasy', 'Horror']",['nm0225416'],"['nm0717550', 'nm0903456', 'nm0084131']","['nm0000708', 'nm0006669', 'nm0440885']",['nm0000586'],,,"['nm0441623', 'nm0012155']",,,,
380,tt0111280,Star Trek: Generations (1994),Star Trek: Generations,1994,1994,"['Action', 'Adventure', 'Sci-Fi']","['Action', 'Adventure', 'Mystery']",['nm0141222'],"['nm0734472', 'nm0075834', 'nm0601822', 'nm0103804']","['nm0001772', 'nm0000638', 'nm0000532', 'nm0000408']",,,['nm0565103'],,,,,
381,tt0110598,Muriel's Wedding (1994),Muriel's Wedding,1994,1994,"['Comedy', 'Romance']","['Comedy', 'Drama']",['nm0389591'],,['nm0402730'],"['nm0001057', 'nm0341737', 'nm0498275']",['nm0569845'],['nm0078984'],"['nm0396684', 'nm0602104']",['nm0082162'],,,
382,tt0109045,"Adventures of Priscilla, Queen of the Desert, The (1994)","The Adventures of Priscilla, Queen of the Desert",1994,1994,"['Comedy', 'Drama']","['Comedy', 'Music']",['nm0254632'],,"['nm0915989', 'nm0001602', 'nm0000654']",['nm0751405'],['nm0106866'],['nm0343378'],"['nm0163618', 'nm0358300']",['nm0086180'],,,
383,tt0109813,"Flintstones, The (1994)",The Flintstones,1994,1994,"[""Children's"", 'Comedy']","['Comedy', 'Family', 'Fantasy']",['nm0505152'],"['nm0662678', 'nm0421084', 'nm0211823']","['nm0000422', 'nm0001548']","['nm0005280', 'nm0000932']",,['nm0628056'],['nm0169260'],,,,
384,tt0110622,Naked Gun 33 1/3: The Final Insult (1994),Naked Gun 33 1/3: The Final Insult,1994,1994,['Comedy'],"['Comedy', 'Crime']",['nm0781842'],"['nm0958387', 'nm0698493', 'nm0001878', 'nm0516598', 'nm0000720']","['nm0000558', 'nm0001421', 'nm0001740']",['nm0001636'],,,,,,,
385,tt0111503,True Lies (1994),True Lies,1994,1994,"['Action', 'Adventure', 'Comedy', 'Romance']","['Action', 'Comedy', 'Thriller']",['nm0000116'],"['nm0956022', 'nm0584770', 'nm0436687']","['nm0000216', 'nm0000792', 'nm0000200']",['nm0000130'],,['nm0006075'],['nm0042520'],,,,
386,tt0106220,Addams Family Values (1993),Addams Family Values,1993,1993,['Comedy'],"['Comedy', 'Fantasy']",['nm0001756'],"['nm0011623', 'nm0397411']","['nm0000471', 'nm0000502']","['nm0001378', 'nm0000349']",['nm0676286'],['nm0003299'],['nm0748784'],,,,
387,tt0106226,"Age of Innocence, The (1993)",The Age of Innocence,1993,1993,['Drama'],"['Drama', 'Romance']",['nm0000217'],"['nm0923585', 'nm0168379']",['nm0000358'],"['nm0000201', 'nm0000213', 'nm0267586']",['nm0000841'],['nm0000930'],['nm0208381'],,,,
388,tt0109254,Beverly Hills Cop III (1994),Beverly Hills Cop III,1994,1994,"['Action', 'Comedy']","['Action', 'Comedy', 'Crime']",['nm0000484'],"['nm0045301', 'nm0677943', 'nm0211823']","['nm0000552', 'nm0855103', 'nm0871456', 'nm0171903']",,,,"['nm0005345', 'nm0626883']",,,,
389,tt0109279,Black Beauty (1994),Black Beauty,1994,1994,"['Adventure', ""Children's""]","['Adventure', 'Drama', 'Family']",['nm0003031'],['nm0786564'],"['nm0000293', 'nm0000667', 'nm4647895', 'nm0001086']",,['nm0004287'],['nm0000384'],"['nm0532368', 'nm0005414']",,,,
390,tt0106880,Fear of a Black Hat (1993),Fear of a Black Hat,1993,1993,['Comedy'],"['Comedy', 'Music']",,,"['nm0779467', 'nm0492924', 'nm0192090']",['nm0501435'],['nm0003686'],,['nm0779011'],['nm0394862'],['nm0087842'],,
391,tt0107362,Last Action Hero (1993),Last Action Hero,1993,1993,"['Action', 'Comedy']","['Action', 'Adventure', 'Comedy']",['nm0001532'],"['nm0672015', 'nm0498963', 'nm0000948', 'nm0036714']","['nm0000216', 'nm0000719', 'nm0138770', 'nm0001097']",,,,['nm0745030'],,,,
392,tt0107501,"Man Without a Face, The (1993)",The Man Without a Face,1993,1993,['Drama'],['Drama'],,"['nm0390708', 'nm0534352']","['nm0000154', 'nm0001763']","['nm0926592', 'nm0557739']",['nm0005791'],['nm0000035'],['nm0202704'],['nm0316626'],,,
393,tt0107614,Mrs. Doubtfire (1993),Mrs. Doubtfire,1993,1993,['Comedy'],"['Comedy', 'Drama', 'Family']",['nm0001060'],"['nm0277590', 'nm0802020', 'nm0228908']","['nm0000245', 'nm0000112', 'nm0001213']",['nm0000398'],,,"['nm0931265', 'nm0705365']",,,,
394,tt0110939,Radioland Murders (1994),Radioland Murders,1994,1994,"['Comedy', 'Mystery', 'Romance']","['Comedy', 'Crime', 'Drama']",['nm0809321'],"['nm0651592', 'nm0000184', 'nm0404754', 'nm0441718', 'nm0719734']","['nm0000903', 'nm0000885', 'nm0122675']",['nm0000524'],,,,,,,
395,tt0107977,Robin Hood: Men in Tights (1993),Robin Hood: Men in Tights,1993,1993,['Comedy'],"['Adventure', 'Comedy', 'Musical']",['nm0000316'],"['nm0788526', 'nm0151362']","['nm0000144', 'nm0507659', 'nm0715953']",['nm0001865'],['nm0642672'],['nm0006186'],,['nm0729701'],,,
396,tt0111127,Serial Mom (1994),Serial Mom,1994,1994,"['Comedy', 'Crime', 'Horror']","['Comedy', 'Crime', 'Thriller']",['nm0000691'],,"['nm0001832', 'nm0000498']","['nm0000678', 'nm0001442']",['nm0828731'],['nm0006231'],"['nm0275836', 'nm0850516']",['nm0359000'],,,
397,tt0108238,Striking Distance (1993),Striking Distance,1993,1993,['Action'],"['Action', 'Crime', 'Mystery']",['nm0380705'],['nm0438320'],"['nm0000246', 'nm0001199', 'nm0001744']",['nm0000572'],,['nm0006075'],"['nm0523324', 'nm0586969', 'nm0859786']",,,,
398,tt0108255,Super Mario Bros. (1993),Super Mario Bros.,1993,1993,"['Action', 'Adventure', ""Children's"", 'Sci-Fi']","['Adventure', 'Comedy', 'Family']","['nm0417708', 'nm0608084']","['nm0071970', 'nm0750344', 'nm0004412']","['nm0001364', 'nm0000491', 'nm0000454']",['nm0000526'],,,['nm0248180'],,,,
399,tt0108333,"Three Musketeers, The (1993)",The Three Musketeers,1993,1993,"['Action', 'Adventure', 'Comedy']","['Action', 'Adventure', 'Comedy']",['nm0378893'],"['nm0241416', 'nm0521739']","['nm0000221', 'nm0000662', 'nm0000563', 'nm0001624']",,,['nm0004383'],"['nm0083696', 'nm0005387']",,,,
400,tt0110366,"Little Rascals, The (1994)",The Little Rascals,1994,1994,"[""Children's"", 'Comedy']","['Comedy', 'Family', 'Romance']",['nm0790715'],"['nm0938774', 'nm0779592', 'nm0345488', 'nm0563397']","['nm0853779', 'nm0355379', 'nm0940673']",['nm0391762'],,,['nm2006629'],,,,
401,tt0112572,"Brady Bunch Movie, The (1995)",The Brady Bunch Movie,1995,1995,['Comedy'],['Comedy'],['nm0858525'],"['nm0877901', 'nm0777442', 'nm0253214', 'nm0178769', 'nm0877425']","['nm0170550', 'nm0055549']","['nm0001480', 'nm0852132']",,,,,,,
402,tt0099653,Ghost (1990),Ghost,1990,1990,"['Comedy', 'Romance', 'Thriller']","['Drama', 'Fantasy', 'Romance']",['nm0958387'],['nm0748022'],"['nm0000664', 'nm0001282']","['nm0000193', 'nm0000155']",['nm0004229'],['nm0003574'],['nm0918456'],['nm0004555'],,,
403,tt0096895,Batman (1989),Batman,1989,1989,"['Action', 'Adventure', 'Crime', 'Drama']","['Action', 'Adventure']",['nm0000318'],"['nm0004170', 'nm0358334', 'nm0803730']","['nm0000474', 'nm0000197', 'nm0943237']",['nm0000107'],,,"['nm0005307', 'nm0345542']",,,,
404,tt0032910,Pinocchio (1940),Pinocchio,1940,1940,"['Animation', ""Children's""]","['Animation', 'Comedy', 'Family']","['nm0730860', 'nm0272568', 'nm0373429', 'nm0414144', 'nm0455741', 'nm0527217']",,"['nm0427934', 'nm0747759', 'nm0000305', 'nm0088285']",,,,,,,,
